"Country","Time","Category","Continent"
"RSA",134.45,"Mass","Africa"
"GBR",134.983333333333,"Mass","Europe"
"GER",135.7,"Mass","Europe"
"IRL",136.566666666667,"Mass","Europe"
"GBR",137.033333333333,"Mass","Europe"
"AUS",137.283333333333,"Mass","Oceania"
"RSA",137.566666666667,"Mass","Africa"
"JPN",138.683333333333,"Mass","Asia"
"GBR",138.766666666667,"Mass","Europe"
"GBR",139.166666666667,"Mass","Europe"
"GBR",139.216666666667,"Mass","Europe"
"GBR",139.316666666667,"Mass","Europe"
"IRL",139.366666666667,"Mass","Europe"
"GBR",139.4,"Mass","Europe"
"GBR",139.933333333333,"Mass","Europe"
"GBR",140.366666666667,"Mass","Europe"
"GBR",140.933333333333,"Mass","Europe"
"GBR",141.183333333333,"Mass","Europe"
"FIN",141.3,"Mass","Europe"
"GBR",142.216666666667,"Mass","Europe"
"GBR",142.45,"Mass","Europe"
"GBR",142.483333333333,"Mass","Europe"
"NEP",142.516666666667,"Mass","Asia"
"GBR",142.633333333333,"Mass","Europe"
"GBR",142.733333333333,"Mass","Europe"
"GBR",142.766666666667,"Mass","Europe"
"GBR",142.816666666667,"Mass","Europe"
"GBR",143.05,"Mass","Europe"
"SUI",143.15,"Mass","Europe"
"GBR",143.166666666667,"Mass","Europe"
"GBR",143.283333333333,"Mass","Europe"
"GBR",143.3,"Mass","Europe"
"GBR",143.316666666667,"Mass","Europe"
"CRC",143.333333333333,"Mass","Americas"
"GBR",143.516666666667,"Mass","Europe"
"GBR",143.533333333333,"Mass","Europe"
"GBR",143.55,"Mass","Europe"
"GBR",143.766666666667,"Mass","Europe"
"GBR",143.916666666667,"Mass","Europe"
"GBR",144.066666666667,"Mass","Europe"
"SIN",144.116666666667,"Mass","Asia"
"CHA",144.233333333333,"Mass","Africa"
"GBR",144.233333333333,"Mass","Europe"
"GBR",144.366666666667,"Mass","Europe"
"GBR",144.4,"Mass","Europe"
"HKG",144.45,"Mass","Asia"
"RSA",144.516666666667,"Mass","Africa"
"GBR",144.583333333333,"Mass","Europe"
"GBR",144.616666666667,"Mass","Europe"
"USA",144.666666666667,"Mass","Americas"
"GBR",144.683333333333,"Mass","Europe"
"GBR",144.7,"Mass","Europe"
"NZL",144.7,"Mass","Oceania"
"GBR",144.766666666667,"Mass","Europe"
"GBR",144.816666666667,"Mass","Europe"
"GBR",144.933333333333,"Mass","Europe"
"FRA",145,"Mass","Europe"
"GBR",145.133333333333,"Mass","Europe"
"USA",145.2,"Mass","Americas"
"GBR",145.25,"Mass","Europe"
"GBR",145.283333333333,"Mass","Europe"
"GBR",145.333333333333,"Mass","Europe"
"GBR",145.35,"Mass","Europe"
"GBR",145.466666666667,"Mass","Europe"
"GBR",145.483333333333,"Mass","Europe"
"GBR",145.6,"Mass","Europe"
"IRL",145.6,"Mass","Europe"
"DEN",145.616666666667,"Mass","Europe"
"GBR",145.616666666667,"Mass","Europe"
"GBR",145.616666666667,"Mass","Europe"
"GBR",145.633333333333,"Mass","Europe"
"GBR",145.766666666667,"Mass","Europe"
"GBR",145.783333333333,"Mass","Europe"
"GBR",145.916666666667,"Mass","Europe"
"GBR",146.033333333333,"Mass","Europe"
"GBR",146.05,"Mass","Europe"
"GBR",146.133333333333,"Mass","Europe"
"GBR",146.166666666667,"Mass","Europe"
"GBR",146.233333333333,"Mass","Europe"
"GBR",146.233333333333,"Mass","Europe"
"GBR",146.233333333333,"Mass","Europe"
"GBR",146.266666666667,"Mass","Europe"
"IRL",146.3,"Mass","Europe"
"HUN",146.3,"Mass","Europe"
"GBR",146.55,"Mass","Europe"
"GBR",146.55,"Mass","Europe"
"GBR",146.55,"Mass","Europe"
"GBR",146.683333333333,"Mass","Europe"
"FRA",146.75,"Mass","Europe"
"GBR",146.766666666667,"Mass","Europe"
"GBR",146.883333333333,"Mass","Europe"
"USA",146.916666666667,"Mass","Americas"
"GBR",146.95,"Mass","Europe"
"GBR",147.066666666667,"Mass","Europe"
"GBR",147.116666666667,"Mass","Europe"
"GER",147.183333333333,"Mass","Europe"
"GBR",147.2,"Mass","Europe"
"GBR",147.2,"Mass","Europe"
"GBR",147.266666666667,"Mass","Europe"
"GBR",147.3,"Mass","Europe"
"GBR",147.4,"Mass","Europe"
"GBR",147.433333333333,"Mass","Europe"
"GBR",147.45,"Mass","Europe"
"GBR",147.566666666667,"Mass","Europe"
"GBR",147.583333333333,"Mass","Europe"
"GBR",147.616666666667,"Mass","Europe"
"GBR",147.683333333333,"Mass","Europe"
"GBR",147.7,"Mass","Europe"
"GBR",147.733333333333,"Mass","Europe"
"GBR",147.833333333333,"Mass","Europe"
"FRA",147.85,"Mass","Europe"
"GBR",148.016666666667,"Mass","Europe"
"GBR",148.066666666667,"Mass","Europe"
"BRA",148.066666666667,"Mass","Americas"
"GBR",148.15,"Mass","Europe"
"GBR",148.183333333333,"Mass","Europe"
"GBR",148.183333333333,"Mass","Europe"
"GBR",148.183333333333,"Mass","Europe"
"USA",148.233333333333,"Mass","Americas"
"GBR",148.316666666667,"Mass","Europe"
"GBR",148.316666666667,"Mass","Europe"
"GBR",148.316666666667,"Mass","Europe"
"GBR",148.316666666667,"Mass","Europe"
"GBR",148.366666666667,"Mass","Europe"
"GBR",148.383333333333,"Mass","Europe"
"POL",148.533333333333,"Mass","Europe"
"GBR",148.566666666667,"Mass","Europe"
"GER",148.583333333333,"Mass","Europe"
"RSA",148.583333333333,"Mass","Africa"
"GBR",148.633333333333,"Mass","Europe"
"SUI",148.666666666667,"Mass","Europe"
"GBR",148.683333333333,"Mass","Europe"
"GBR",148.683333333333,"Mass","Europe"
"GBR",148.716666666667,"Mass","Europe"
"GBR",148.716666666667,"Mass","Europe"
"GBR",148.766666666667,"Mass","Europe"
"GBR",148.783333333333,"Mass","Europe"
"GBR",148.783333333333,"Mass","Europe"
"GBR",148.783333333333,"Mass","Europe"
"GBR",148.816666666667,"Mass","Europe"
"GBR",148.833333333333,"Mass","Europe"
"THA",148.883333333333,"Mass","Asia"
"GBR",148.933333333333,"Mass","Europe"
"GBR",148.933333333333,"Mass","Europe"
"GBR",149.016666666667,"Mass","Europe"
"GBR",149.016666666667,"Mass","Europe"
"POL",149.05,"Mass","Europe"
"IRL",149.05,"Mass","Europe"
"GBR",149.133333333333,"Mass","Europe"
"GBR",149.133333333333,"Mass","Europe"
"AUS",149.133333333333,"Mass","Oceania"
"GBR",149.2,"Mass","Europe"
"GBR",149.316666666667,"Mass","Europe"
"GBR",149.333333333333,"Mass","Europe"
"GBR",149.35,"Mass","Europe"
"GBR",149.366666666667,"Mass","Europe"
"GBR",149.383333333333,"Mass","Europe"
"GBR",149.4,"Mass","Europe"
"GBR",149.416666666667,"Mass","Europe"
"GBR",149.45,"Mass","Europe"
"IRL",149.5,"Mass","Europe"
"GBR",149.5,"Mass","Europe"
"GBR",149.566666666667,"Mass","Europe"
"GBR",149.566666666667,"Mass","Europe"
"USA",149.6,"Mass","Americas"
"GBR",149.6,"Mass","Europe"
"GBR",149.633333333333,"Mass","Europe"
"GBR",149.65,"Mass","Europe"
"GBR",149.683333333333,"Mass","Europe"
"GBR",149.75,"Mass","Europe"
"GBR",149.766666666667,"Mass","Europe"
"GBR",149.783333333333,"Mass","Europe"
"GBR",149.816666666667,"Mass","Europe"
"GBR",149.816666666667,"Mass","Europe"
"GBR",149.85,"Mass","Europe"
"GBR",149.85,"Mass","Europe"
"GER",149.866666666667,"Mass","Europe"
"GBR",149.883333333333,"Mass","Europe"
"IRL",149.9,"Mass","Europe"
"GBR",149.916666666667,"Mass","Europe"
"USA",150.033333333333,"Mass","Americas"
"GBR",150.066666666667,"Mass","Europe"
"USA",150.066666666667,"Mass","Americas"
"GBR",150.066666666667,"Mass","Europe"
"GBR",150.083333333333,"Mass","Europe"
"GBR",150.083333333333,"Mass","Europe"
"GBR",150.083333333333,"Mass","Europe"
"GBR",150.1,"Mass","Europe"
"GBR",150.1,"Mass","Europe"
"GBR",150.15,"Mass","Europe"
"RSA",150.166666666667,"Mass","Africa"
"GBR",150.183333333333,"Mass","Europe"
"SIN",150.25,"Mass","Asia"
"GBR",150.366666666667,"Mass","Europe"
"GBR",150.4,"Mass","Europe"
"GBR",150.45,"Mass","Europe"
"GBR",150.483333333333,"Mass","Europe"
"GBR",150.5,"Mass","Europe"
"GBR",150.533333333333,"Mass","Europe"
"USA",150.583333333333,"Mass","Americas"
"GBR",150.616666666667,"Mass","Europe"
"GBR",150.616666666667,"Mass","Europe"
"GBR",150.65,"Mass","Europe"
"GBR",150.666666666667,"Mass","Europe"
"IRL",150.716666666667,"Mass","Europe"
"USA",150.733333333333,"Mass","Americas"
"GBR",150.75,"Mass","Europe"
"GBR",150.9,"Mass","Europe"
"GBR",150.9,"Mass","Europe"
"GBR",150.9,"Mass","Europe"
"GBR",150.916666666667,"Mass","Europe"
"GBR",150.916666666667,"Mass","Europe"
"GBR",150.933333333333,"Mass","Europe"
"GBR",150.983333333333,"Mass","Europe"
"GBR",151,"Mass","Europe"
"GBR",151.066666666667,"Mass","Europe"
"GBR",151.116666666667,"Mass","Europe"
"GBR",151.133333333333,"Mass","Europe"
"GBR",151.15,"Mass","Europe"
"GBR",151.166666666667,"Mass","Europe"
"GBR",151.166666666667,"Mass","Europe"
"GBR",151.2,"Mass","Europe"
"AUS",151.2,"Mass","Oceania"
"VEN",151.233333333333,"Mass","Americas"
"GBR",151.25,"Mass","Europe"
"GBR",151.266666666667,"Mass","Europe"
"DEN",151.3,"Mass","Europe"
"GBR",151.3,"Mass","Europe"
"GBR",151.333333333333,"Mass","Europe"
"GBR",151.416666666667,"Mass","Europe"
"CYP",151.433333333333,"Mass","Asia"
"TUR",151.45,"Mass","Asia"
"GBR",151.466666666667,"Mass","Europe"
"ITA",151.466666666667,"Mass","Europe"
"GBR",151.466666666667,"Mass","Europe"
"AUS",151.516666666667,"Mass","Oceania"
"CHN",151.666666666667,"Mass","Asia"
"GBR",151.666666666667,"Mass","Europe"
"BEL",151.716666666667,"Mass","Europe"
"GBR",151.75,"Mass","Europe"
"ARG",151.783333333333,"Mass","Americas"
"GBR",151.816666666667,"Mass","Europe"
"USA",151.833333333333,"Mass","Americas"
"AUS",151.85,"Mass","Oceania"
"GBR",151.866666666667,"Mass","Europe"
"GBR",151.916666666667,"Mass","Europe"
"GBR",151.933333333333,"Mass","Europe"
"NZL",151.933333333333,"Mass","Oceania"
"GBR",151.983333333333,"Mass","Europe"
"GBR",151.983333333333,"Mass","Europe"
"GBR",152.05,"Mass","Europe"
"GBR",152.05,"Mass","Europe"
"GBR",152.133333333333,"Mass","Europe"
"GBR",152.15,"Mass","Europe"
"GBR",152.216666666667,"Mass","Europe"
"GBR",152.266666666667,"Mass","Europe"
"GBR",152.283333333333,"Mass","Europe"
"GBR",152.483333333333,"Mass","Europe"
"GBR",152.483333333333,"Mass","Europe"
"GBR",152.5,"Mass","Europe"
"GBR",152.516666666667,"Mass","Europe"
"GBR",152.533333333333,"Mass","Europe"
"GBR",152.55,"Mass","Europe"
"GBR",152.55,"Mass","Europe"
"GBR",152.566666666667,"Mass","Europe"
"GBR",152.616666666667,"Mass","Europe"
"GBR",152.666666666667,"Mass","Europe"
"GBR",152.7,"Mass","Europe"
"ESP",152.7,"Mass","Europe"
"GBR",152.716666666667,"Mass","Europe"
"GBR",152.75,"Mass","Europe"
"GER",152.766666666667,"Mass","Europe"
"GBR",152.766666666667,"Mass","Europe"
"GBR",152.783333333333,"Mass","Europe"
"GBR",152.8,"Mass","Europe"
"IRL",152.816666666667,"Mass","Europe"
"GBR",152.85,"Mass","Europe"
"GBR",152.866666666667,"Mass","Europe"
"USA",152.916666666667,"Mass","Americas"
"GBR",152.95,"Mass","Europe"
"GBR",152.966666666667,"Mass","Europe"
"FRA",152.983333333333,"Mass","Europe"
"GBR",152.983333333333,"Mass","Europe"
"GBR",153,"Mass","Europe"
"MAC",153,"Mass","Asia"
"GBR",153.016666666667,"Mass","Europe"
"KEN",153.05,"Mass","Africa"
"GBR",153.083333333333,"Mass","Europe"
"GBR",153.1,"Mass","Europe"
"GBR",153.1,"Mass","Europe"
"GBR",153.133333333333,"Mass","Europe"
"GBR",153.15,"Mass","Europe"
"GBR",153.183333333333,"Mass","Europe"
"GBR",153.183333333333,"Mass","Europe"
"GBR",153.216666666667,"Mass","Europe"
"GBR",153.25,"Mass","Europe"
"RUS",153.266666666667,"Mass","Europe"
"GBR",153.266666666667,"Mass","Europe"
"GBR",153.333333333333,"Mass","Europe"
"IRL",153.35,"Mass","Europe"
"GBR",153.366666666667,"Mass","Europe"
"GBR",153.383333333333,"Mass","Europe"
"GBR",153.4,"Mass","Europe"
"GBR",153.416666666667,"Mass","Europe"
"GBR",153.45,"Mass","Europe"
"GBR",153.45,"Mass","Europe"
"GBR",153.45,"Mass","Europe"
"USA",153.45,"Mass","Americas"
"GBR",153.483333333333,"Mass","Europe"
"GBR",153.5,"Mass","Europe"
"GBR",153.516666666667,"Mass","Europe"
"GBR",153.566666666667,"Mass","Europe"
"GBR",153.616666666667,"Mass","Europe"
"BRA",153.616666666667,"Mass","Americas"
"GER",153.7,"Mass","Europe"
"GBR",153.7,"Mass","Europe"
"GBR",153.716666666667,"Mass","Europe"
"GBR",153.716666666667,"Mass","Europe"
"GBR",153.733333333333,"Mass","Europe"
"GBR",153.783333333333,"Mass","Europe"
"GBR",153.816666666667,"Mass","Europe"
"GBR",153.816666666667,"Mass","Europe"
"GBR",153.833333333333,"Mass","Europe"
"GBR",153.85,"Mass","Europe"
"SLO",153.883333333333,"Mass","Europe"
"GBR",153.883333333333,"Mass","Europe"
"GBR",153.883333333333,"Mass","Europe"
"GBR",153.9,"Mass","Europe"
"GBR",153.933333333333,"Mass","Europe"
"GBR",153.966666666667,"Mass","Europe"
"GBR",154,"Mass","Europe"
"GBR",154.016666666667,"Mass","Europe"
"GBR",154.016666666667,"Mass","Europe"
"GBR",154.083333333333,"Mass","Europe"
"GBR",154.1,"Mass","Europe"
"GBR",154.116666666667,"Mass","Europe"
"GBR",154.15,"Mass","Europe"
"GBR",154.166666666667,"Mass","Europe"
"GBR",154.183333333333,"Mass","Europe"
"GBR",154.2,"Mass","Europe"
"RSA",154.233333333333,"Mass","Africa"
"GBR",154.233333333333,"Mass","Europe"
"GBR",154.266666666667,"Mass","Europe"
"GBR",154.266666666667,"Mass","Europe"
"GBR",154.316666666667,"Mass","Europe"
"USA",154.333333333333,"Mass","Americas"
"GBR",154.35,"Mass","Europe"
"GBR",154.35,"Mass","Europe"
"GBR",154.366666666667,"Mass","Europe"
"GBR",154.383333333333,"Mass","Europe"
"FRA",154.4,"Mass","Europe"
"GBR",154.4,"Mass","Europe"
"GBR",154.416666666667,"Mass","Europe"
"GBR",154.433333333333,"Mass","Europe"
"GBR",154.433333333333,"Mass","Europe"
"GBR",154.45,"Mass","Europe"
"JPN",154.45,"Mass","Asia"
"IRL",154.5,"Mass","Europe"
"GBR",154.516666666667,"Mass","Europe"
"GBR",154.516666666667,"Mass","Europe"
"GBR",154.533333333333,"Mass","Europe"
"GBR",154.55,"Mass","Europe"
"ESP",154.6,"Mass","Europe"
"GBR",154.616666666667,"Mass","Europe"
"GBR",154.633333333333,"Mass","Europe"
"GBR",154.666666666667,"Mass","Europe"
"GBR",154.683333333333,"Mass","Europe"
"CRC",154.683333333333,"Mass","Americas"
"GBR",154.7,"Mass","Europe"
"GBR",154.733333333333,"Mass","Europe"
"GBR",154.733333333333,"Mass","Europe"
"GBR",154.733333333333,"Mass","Europe"
"GBR",154.75,"Mass","Europe"
"GBR",154.75,"Mass","Europe"
"GBR",154.75,"Mass","Europe"
"GBR",154.816666666667,"Mass","Europe"
"GBR",154.85,"Mass","Europe"
"GBR",154.866666666667,"Mass","Europe"
"GER",154.883333333333,"Mass","Europe"
"GBR",154.9,"Mass","Europe"
"GBR",154.9,"Mass","Europe"
"GBR",154.9,"Mass","Europe"
"GBR",154.9,"Mass","Europe"
"GBR",154.916666666667,"Mass","Europe"
"GBR",154.95,"Mass","Europe"
"GBR",154.95,"Mass","Europe"
"CHI",154.95,"Mass","Europe"
"GBR",155,"Mass","Europe"
"GBR",155,"Mass","Europe"
"HKG",155.016666666667,"Mass","Asia"
"GBR",155.016666666667,"Mass","Europe"
"GBR",155.05,"Mass","Europe"
"GBR",155.05,"Mass","Europe"
"GBR",155.05,"Mass","Europe"
"GBR",155.083333333333,"Mass","Europe"
"GBR",155.083333333333,"Mass","Europe"
"GBR",155.1,"Mass","Europe"
"GBR",155.116666666667,"Mass","Europe"
"GBR",155.15,"Mass","Europe"
"HKG",155.166666666667,"Mass","Asia"
"GBR",155.183333333333,"Mass","Europe"
"GBR",155.2,"Mass","Europe"
"USA",155.2,"Mass","Americas"
"GBR",155.25,"Mass","Europe"
"GBR",155.266666666667,"Mass","Europe"
"GBR",155.283333333333,"Mass","Europe"
"GBR",155.316666666667,"Mass","Europe"
"GBR",155.35,"Mass","Europe"
"GBR",155.383333333333,"Mass","Europe"
"GBR",155.383333333333,"Mass","Europe"
"IRL",155.4,"Mass","Europe"
"GBR",155.4,"Mass","Europe"
"GBR",155.45,"Mass","Europe"
"GBR",155.45,"Mass","Europe"
"GBR",155.466666666667,"Mass","Europe"
"GBR",155.483333333333,"Mass","Europe"
"GBR",155.483333333333,"Mass","Europe"
"GBR",155.5,"Mass","Europe"
"CHN",155.516666666667,"Mass","Asia"
"ESP",155.55,"Mass","Europe"
"GBR",155.566666666667,"Mass","Europe"
"GBR",155.583333333333,"Mass","Europe"
"USA",155.633333333333,"Mass","Americas"
"GBR",155.65,"Mass","Europe"
"GBR",155.65,"Mass","Europe"
"GBR",155.666666666667,"Mass","Europe"
"AUS",155.666666666667,"Mass","Oceania"
"GBR",155.716666666667,"Mass","Europe"
"GBR",155.766666666667,"Mass","Europe"
"FRA",155.8,"Mass","Europe"
"GBR",155.8,"Mass","Europe"
"GBR",155.833333333333,"Mass","Europe"
"GBR",155.833333333333,"Mass","Europe"
"COL",155.85,"Mass","Americas"
"GBR",155.866666666667,"Mass","Europe"
"GBR",155.883333333333,"Mass","Europe"
"ESP",155.883333333333,"Mass","Europe"
"GBR",155.883333333333,"Mass","Europe"
"GBR",155.9,"Mass","Europe"
"GBR",155.9,"Mass","Europe"
"GBR",155.916666666667,"Mass","Europe"
"GBR",155.916666666667,"Mass","Europe"
"USA",155.933333333333,"Mass","Americas"
"GBR",155.95,"Mass","Europe"
"GBR",155.966666666667,"Mass","Europe"
"GBR",155.966666666667,"Mass","Europe"
"GBR",155.983333333333,"Mass","Europe"
"GBR",155.983333333333,"Mass","Europe"
"GBR",156,"Mass","Europe"
"GBR",156.016666666667,"Mass","Europe"
"GBR",156.016666666667,"Mass","Europe"
"GBR",156.016666666667,"Mass","Europe"
"GBR",156.033333333333,"Mass","Europe"
"GBR",156.033333333333,"Mass","Europe"
"GBR",156.083333333333,"Mass","Europe"
"GBR",156.1,"Mass","Europe"
"GBR",156.116666666667,"Mass","Europe"
"FRA",156.133333333333,"Mass","Europe"
"GBR",156.15,"Mass","Europe"
"GBR",156.166666666667,"Mass","Europe"
"GBR",156.166666666667,"Mass","Europe"
"GBR",156.166666666667,"Mass","Europe"
"GBR",156.183333333333,"Mass","Europe"
"GBR",156.183333333333,"Mass","Europe"
"GBR",156.183333333333,"Mass","Europe"
"GBR",156.233333333333,"Mass","Europe"
"GBR",156.25,"Mass","Europe"
"GBR",156.266666666667,"Mass","Europe"
"NED",156.283333333333,"Mass","Europe"
"GBR",156.283333333333,"Mass","Europe"
"GBR",156.3,"Mass","Europe"
"USA",156.35,"Mass","Americas"
"GBR",156.366666666667,"Mass","Europe"
"USA",156.366666666667,"Mass","Americas"
"GBR",156.366666666667,"Mass","Europe"
"GBR",156.383333333333,"Mass","Europe"
"GBR",156.4,"Mass","Europe"
"GBR",156.433333333333,"Mass","Europe"
"GBR",156.433333333333,"Mass","Europe"
"GBR",156.45,"Mass","Europe"
"GBR",156.483333333333,"Mass","Europe"
"GBR",156.516666666667,"Mass","Europe"
"GBR",156.516666666667,"Mass","Europe"
"ESP",156.516666666667,"Mass","Europe"
"GBR",156.533333333333,"Mass","Europe"
"GBR",156.533333333333,"Mass","Europe"
"GBR",156.533333333333,"Mass","Europe"
"GBR",156.55,"Mass","Europe"
"GBR",156.583333333333,"Mass","Europe"
"GBR",156.583333333333,"Mass","Europe"
"GBR",156.583333333333,"Mass","Europe"
"GBR",156.583333333333,"Mass","Europe"
"NOR",156.633333333333,"Mass","Europe"
"GBR",156.65,"Mass","Europe"
"FRA",156.666666666667,"Mass","Europe"
"GBR",156.666666666667,"Mass","Europe"
"POL",156.716666666667,"Mass","Europe"
"USA",156.716666666667,"Mass","Americas"
"GBR",156.716666666667,"Mass","Europe"
"GBR",156.733333333333,"Mass","Europe"
"GBR",156.733333333333,"Mass","Europe"
"GBR",156.733333333333,"Mass","Europe"
"GBR",156.766666666667,"Mass","Europe"
"GBR",156.783333333333,"Mass","Europe"
"NED",156.8,"Mass","Europe"
"GBR",156.816666666667,"Mass","Europe"
"GBR",156.816666666667,"Mass","Europe"
"GBR",156.833333333333,"Mass","Europe"
"GBR",156.833333333333,"Mass","Europe"
"GBR",156.833333333333,"Mass","Europe"
"GBR",156.85,"Mass","Europe"
"GBR",156.85,"Mass","Europe"
"GBR",156.916666666667,"Mass","Europe"
"GBR",156.933333333333,"Mass","Europe"
"GBR",156.933333333333,"Mass","Europe"
"GBR",156.933333333333,"Mass","Europe"
"GRE",156.95,"Mass","Europe"
"GBR",156.95,"Mass","Europe"
"CRC",156.95,"Mass","Americas"
"GBR",156.966666666667,"Mass","Europe"
"GBR",156.966666666667,"Mass","Europe"
"GBR",156.983333333333,"Mass","Europe"
"ISR",156.983333333333,"Mass","Asia"
"GBR",157.033333333333,"Mass","Europe"
"GBR",157.033333333333,"Mass","Europe"
"GBR",157.05,"Mass","Europe"
"GBR",157.066666666667,"Mass","Europe"
"GBR",157.066666666667,"Mass","Europe"
"COL",157.066666666667,"Mass","Americas"
"GBR",157.083333333333,"Mass","Europe"
"USA",157.1,"Mass","Americas"
"ROU",157.1,"Mass","Europe"
"GBR",157.116666666667,"Mass","Europe"
"GBR",157.116666666667,"Mass","Europe"
"GBR",157.133333333333,"Mass","Europe"
"GBR",157.15,"Mass","Europe"
"GBR",157.15,"Mass","Europe"
"GBR",157.183333333333,"Mass","Europe"
"GBR",157.216666666667,"Mass","Europe"
"GBR",157.233333333333,"Mass","Europe"
"GBR",157.25,"Mass","Europe"
"GBR",157.266666666667,"Mass","Europe"
"GBR",157.266666666667,"Mass","Europe"
"GBR",157.283333333333,"Mass","Europe"
"IRL",157.3,"Mass","Europe"
"GBR",157.3,"Mass","Europe"
"GBR",157.3,"Mass","Europe"
"IRL",157.316666666667,"Mass","Europe"
"GBR",157.316666666667,"Mass","Europe"
"GBR",157.333333333333,"Mass","Europe"
"GBR",157.35,"Mass","Europe"
"GBR",157.383333333333,"Mass","Europe"
"GBR",157.4,"Mass","Europe"
"GBR",157.4,"Mass","Europe"
"GBR",157.416666666667,"Mass","Europe"
"GBR",157.416666666667,"Mass","Europe"
"GBR",157.466666666667,"Mass","Europe"
"GBR",157.483333333333,"Mass","Europe"
"MEX",157.483333333333,"Mass","Americas"
"GBR",157.516666666667,"Mass","Europe"
"GBR",157.516666666667,"Mass","Europe"
"GBR",157.516666666667,"Mass","Europe"
"COL",157.55,"Mass","Americas"
"GBR",157.55,"Mass","Europe"
"GBR",157.566666666667,"Mass","Europe"
"GBR",157.566666666667,"Mass","Europe"
"GBR",157.566666666667,"Mass","Europe"
"GBR",157.583333333333,"Mass","Europe"
"GBR",157.6,"Mass","Europe"
"GBR",157.633333333333,"Mass","Europe"
"GBR",157.633333333333,"Mass","Europe"
"GBR",157.633333333333,"Mass","Europe"
"GBR",157.65,"Mass","Europe"
"GBR",157.666666666667,"Mass","Europe"
"GBR",157.666666666667,"Mass","Europe"
"GBR",157.666666666667,"Mass","Europe"
"GBR",157.7,"Mass","Europe"
"GBR",157.75,"Mass","Europe"
"GBR",157.766666666667,"Mass","Europe"
"FRA",157.766666666667,"Mass","Europe"
"GBR",157.783333333333,"Mass","Europe"
"GBR",157.816666666667,"Mass","Europe"
"GBR",157.833333333333,"Mass","Europe"
"GER",157.85,"Mass","Europe"
"GBR",157.85,"Mass","Europe"
"GBR",157.866666666667,"Mass","Europe"
"GBR",157.916666666667,"Mass","Europe"
"GBR",157.933333333333,"Mass","Europe"
"GBR",157.933333333333,"Mass","Europe"
"GBR",157.966666666667,"Mass","Europe"
"GBR",157.966666666667,"Mass","Europe"
"NZL",157.983333333333,"Mass","Oceania"
"GBR",158.033333333333,"Mass","Europe"
"GBR",158.033333333333,"Mass","Europe"
"GBR",158.033333333333,"Mass","Europe"
"GBR",158.05,"Mass","Europe"
"GBR",158.066666666667,"Mass","Europe"
"JPN",158.083333333333,"Mass","Asia"
"GBR",158.1,"Mass","Europe"
"GBR",158.1,"Mass","Europe"
"GBR",158.116666666667,"Mass","Europe"
"GBR",158.133333333333,"Mass","Europe"
"GBR",158.15,"Mass","Europe"
"GBR",158.15,"Mass","Europe"
"GBR",158.216666666667,"Mass","Europe"
"BRU",158.233333333333,"Mass","Asia"
"ITA",158.25,"Mass","Europe"
"GBR",158.25,"Mass","Europe"
"SUI",158.283333333333,"Mass","Europe"
"GBR",158.283333333333,"Mass","Europe"
"IRL",158.3,"Mass","Europe"
"POL",158.3,"Mass","Europe"
"GBR",158.3,"Mass","Europe"
"GBR",158.316666666667,"Mass","Europe"
"GBR",158.333333333333,"Mass","Europe"
"FRA",158.333333333333,"Mass","Europe"
"GBR",158.333333333333,"Mass","Europe"
"USA",158.35,"Mass","Americas"
"GBR",158.35,"Mass","Europe"
"GBR",158.35,"Mass","Europe"
"GBR",158.35,"Mass","Europe"
"GBR",158.366666666667,"Mass","Europe"
"ESP",158.366666666667,"Mass","Europe"
"GBR",158.366666666667,"Mass","Europe"
"CAN",158.4,"Mass","Americas"
"USA",158.4,"Mass","Americas"
"USA",158.4,"Mass","Americas"
"FRA",158.433333333333,"Mass","Europe"
"GBR",158.433333333333,"Mass","Europe"
"GBR",158.433333333333,"Mass","Europe"
"GBR",158.466666666667,"Mass","Europe"
"GBR",158.466666666667,"Mass","Europe"
"USA",158.483333333333,"Mass","Americas"
"GBR",158.516666666667,"Mass","Europe"
"GBR",158.533333333333,"Mass","Europe"
"ITA",158.566666666667,"Mass","Europe"
"GBR",158.583333333333,"Mass","Europe"
"GBR",158.583333333333,"Mass","Europe"
"GBR",158.616666666667,"Mass","Europe"
"GBR",158.633333333333,"Mass","Europe"
"GBR",158.633333333333,"Mass","Europe"
"GBR",158.65,"Mass","Europe"
"ESP",158.666666666667,"Mass","Europe"
"ARG",158.666666666667,"Mass","Americas"
"GBR",158.683333333333,"Mass","Europe"
"ARG",158.7,"Mass","Americas"
"GBR",158.716666666667,"Mass","Europe"
"GBR",158.716666666667,"Mass","Europe"
"BEL",158.716666666667,"Mass","Europe"
"GBR",158.75,"Mass","Europe"
"GBR",158.833333333333,"Mass","Europe"
"GBR",158.85,"Mass","Europe"
"GBR",158.866666666667,"Mass","Europe"
"GBR",158.866666666667,"Mass","Europe"
"GBR",158.866666666667,"Mass","Europe"
"USA",158.866666666667,"Mass","Americas"
"GBR",158.866666666667,"Mass","Europe"
"GBR",158.883333333333,"Mass","Europe"
"IRL",158.883333333333,"Mass","Europe"
"GBR",158.9,"Mass","Europe"
"GBR",158.933333333333,"Mass","Europe"
"GBR",158.983333333333,"Mass","Europe"
"USA",158.983333333333,"Mass","Americas"
"GBR",159,"Mass","Europe"
"GBR",159.016666666667,"Mass","Europe"
"GBR",159.05,"Mass","Europe"
"GBR",159.05,"Mass","Europe"
